Label,items
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r1-core', 'admin']"
NORMAL,"['r1-core', 'admin']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r2-dist', 'interface', 'link']"
NORMAL,"['r2-dist', 'ospf', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,['r2-dist']
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r2-dist', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r2-dist', 'admin']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r3-access', 'interface', 'link']"
NORMAL,"['r3-access', 'ospf', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,['r3-access']
NORMAL,"['r3-access', 'interface', 'link', 'speed', 'duplex']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
NORMAL,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r3-access', 'admin']"
NORMAL,"['r1-core', 'netwatch', 'down', 'type']"
NORMAL,"['r1-core', 'error', 'upstream', 'internet', 'connection', 'lost', 'ping']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', '137']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ddos', 'unknown', 'src-mac', 'proto', 'icmp', 'type', 'code', '254-', '137', 'len']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r1-core', 'admin', 'local']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r1-core', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r1-core', 'admin', '138']"
UPSTREAM_FAILURE,"['r1-core', 'admin']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area']"
UPSTREAM_FAILURE,"['r2-dist', '139']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'admin', 'local']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'election']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'done']"
UPSTREAM_FAILURE,"['r2-dist', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id']"
UPSTREAM_FAILURE,"['r2-dist', 'admin', '138']"
UPSTREAM_FAILURE,"['r2-dist', 'admin']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'router-id']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'loopback']"
UPSTREAM_FAILURE,"['r3-access', 'admin', 'local']"
UPSTREAM_FAILURE,['r3-access']
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast', 'neighbor', 'router-id', 'down']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
UPSTREAM_FAILURE,"['r3-access', 'ospf', 'ospf-1', 'router-id', 'area-0', 'interface', 'broadcast']"
